id_pedido,id_cliente,id_loja,id_funcionario,data_pedido,status,canal,valor_total,desconto,loja_nome,loja_tipo,loja_cidade,loja_estado,id_item,id_produto,quantidade,preco_venda,preco_custo,sku,produto_nome,id_categoria,categoria_nome,categoria_pai,subtotal,lucro_bruto,margem_pct,ano,mes,trimestre,dia_semana
16378,1001,4,50,2022-11-08 18:42:32,Cancelado,Loja Física,1286.02,0.0,Loja Campinas,Física,Campinas,SP,49544,129,1,665.99,407.27,74003,Nobreak 1200VA APC BVG1200I-MSX Easy 230V,17,Nobreaks e UPS,Energia,665.99,258.72,38.85,2022,11,4,Terça
16378,1001,4,50,2022-11-08 18:42:32,Cancelado,Loja Física,1286.02,0.0,Loja Campinas,Física,Campinas,SP,49545,121,3,27.99,15.71,73001,Pen Drive 32GB Sandisk Cruzer Blade USB 2.0,4,Armazenamento Portátil,Armazenamento Portátil,83.97,36.84,43.87,2022,11,4,Terça
27859,1825,6,72,2022-11-08 18:42:32,Cancelado,Marketplace,538.72,0.0,Escritório Central,Online,São Paulo,SP,84518,75,3,27.99,17.47,61001,Teclado USB Satellite AK-910 ABNT2 Preto,27,Teclados,Periféricos,83.97,31.56,37.58,2022,11,4,Terça
27859,1825,6,72,2022-11-08 18:42:32,Cancelado,Marketplace,538.72,0.0,Escritório Central,Online,São Paulo,SP,84519,76,3,59.99,36.26,61002,Teclado USB Logitech K120 920-004422 Espanhol,27,Teclados,Periféricos,179.97,71.19,39.56,2022,11,4,Terça
27859,1825,6,72,2022-11-08 18:42:32,Cancelado,Marketplace,538.72,0.0,Escritório Central,Online,São Paulo,SP,84520,120,4,19.99,11.25,72007,Cabo USB-A para USB-C 1m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,79.96,34.96,43.72,2022,11,4,Terça
27859,1825,6,72,2022-11-08 18:42:32,Cancelado,Marketplace,538.72,0.0,Escritório Central,Online,São Paulo,SP,84521,99,3,66.99,45.1,70007,Tinta Epson T544120 Preto L3110/L3150/L5190,29,Tintas,Impressão,200.97,65.67,32.68,2022,11,4,Terça
35102,1828,3,36,2022-11-08 18:42:32,Cancelado,Loja Física,744.77,0.0,Loja Santo André,Física,Santo André,SP,106528,50,1,449.99,302.37,53002,Fonte de Alimentação 550W Corsair CV550 80 Plus Bronze,10,Fontes de Alimentação,Hardware,449.99,147.62,32.81,2022,11,4,Terça
35102,1828,3,36,2022-11-08 18:42:32,Cancelado,Loja Física,744.77,0.0,Loja Santo André,Física,Santo André,SP,106529,115,4,39.99,25.49,72002,Cabo HDMI 2.0 4K 3m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,159.96,58.0,36.26,2022,11,4,Terça
35102,1828,3,36,2022-11-08 18:42:32,Cancelado,Loja Física,744.77,0.0,Loja Santo André,Física,Santo André,SP,106530,120,5,19.99,11.25,72007,Cabo USB-A para USB-C 1m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,99.95,43.7,43.72,2022,11,4,Terça
35102,1828,3,36,2022-11-08 18:42:32,Cancelado,Loja Física,744.77,0.0,Loja Santo André,Física,Santo André,SP,106531,61,1,49.99,33.51,54006,Pasta Térmica Corsair TM30 High Performance 3g,22,Refrigeração,Hardware,49.99,16.48,32.97,2022,11,4,Terça
41483,775,6,64,2022-11-08 18:42:32,Cancelado,WhatsApp,282.43,0.0,Escritório Central,Online,São Paulo,SP,125952,115,1,39.99,25.49,72002,Cabo HDMI 2.0 4K 3m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,39.99,14.5,36.26,2022,11,4,Terça
41483,775,6,64,2022-11-08 18:42:32,Cancelado,WhatsApp,282.43,0.0,Escritório Central,Online,São Paulo,SP,125953,149,1,46.99,30.24,79004,"Suporte para TV FTX FTX31-KP02 32 a 70"" 45kg Fixo",25,TVs e Displays,TVs e Displays,46.99,16.75,35.65,2022,11,4,Terça
41483,775,6,64,2022-11-08 18:42:32,Cancelado,WhatsApp,282.43,0.0,Escritório Central,Online,São Paulo,SP,125954,61,4,49.99,33.51,54006,Pasta Térmica Corsair TM30 High Performance 3g,22,Refrigeração,Hardware,199.96,65.92,32.97,2022,11,4,Terça
41525,2018,6,73,2022-11-08 18:42:32,Cancelado,Televendas,116.48,0.0,Escritório Central,Online,São Paulo,SP,126082,72,4,29.99,16.92,60006,Mouse USB Mtek MS35 Óptico 1200DPI Preto,16,Mouses,Periféricos,119.96,52.28,43.58,2022,11,4,Terça
6363,1483,3,38,2022-11-09 18:42:32,Cancelado,Loja Física,19.84,0.0,Loja Santo André,Física,Santo André,SP,19344,73,1,19.99,11.62,60007,Mouse USB Genius Easy 2B Óptico 800DPI,16,Mouses,Periféricos,19.99,8.37,41.87,2022,11,4,Quarta
9089,2371,6,64,2022-11-09 18:42:32,Cancelado,Site,761.81,0.0,Escritório Central,Online,São Paulo,SP,27652,127,2,241.99,157.64,74001,Nobreak 600VA FTX 360W Nema Universal 220V,17,Nobreaks e UPS,Energia,483.98,168.7,34.86,2022,11,4,Quarta
9089,2371,6,64,2022-11-09 18:42:32,Cancelado,Site,761.81,0.0,Escritório Central,Online,São Paulo,SP,27653,101,2,55.99,29.41,70009,Tinta HP GT53 Black 1VV22AL 90ml,29,Tintas,Impressão,111.98,53.16,47.47,2022,11,4,Quarta
9089,2371,6,64,2022-11-09 18:42:32,Cancelado,Site,761.81,0.0,Escritório Central,Online,São Paulo,SP,27654,116,5,34.99,22.21,72003,Adaptador Conversor HDMI para VGA,7,Cabos e Adaptadores,Cabos e Adaptadores,174.95,63.9,36.52,2022,11,4,Quarta
14395,1687,2,27,2022-11-09 18:42:32,Cancelado,Loja Física,507.84,0.0,Loja Paulista,Física,São Paulo,SP,43767,122,4,49.99,32.03,73002,Pen Drive 64GB Sandisk Ultra Shift USB 3.0,4,Armazenamento Portátil,Armazenamento Portátil,199.96,71.84,35.93,2022,11,4,Quarta
14395,1687,2,27,2022-11-09 18:42:32,Cancelado,Loja Física,507.84,0.0,Loja Paulista,Física,São Paulo,SP,43768,112,1,28.99,15.85,71010,Cabo de Rede RJ-45 5m Cat6 Azul,6,Cabos de Rede,Redes,28.99,13.14,45.33,2022,11,4,Quarta
14395,1687,2,27,2022-11-09 18:42:32,Cancelado,Loja Física,507.84,0.0,Loja Paulista,Física,São Paulo,SP,43769,115,3,39.99,25.49,72002,Cabo HDMI 2.0 4K 3m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,119.97,43.5,36.26,2022,11,4,Quarta
14395,1687,2,27,2022-11-09 18:42:32,Cancelado,Loja Física,507.84,0.0,Loja Paulista,Física,São Paulo,SP,43770,137,4,39.99,22.79,76002,Câmera de Segurança Balun Vídeo HD Passivo 5MP,8,Câmeras e Segurança,Câmeras e Segurança,159.96,68.8,43.01,2022,11,4,Quarta
36407,1314,4,41,2022-11-09 18:42:32,Cancelado,Loja Física,690.11,0.0,Loja Campinas,Física,Campinas,SP,110549,69,1,699.99,441.85,60003,Mouse Wireless Logitech MX Master 3S 8000DPI,16,Mouses,Periféricos,699.99,258.14,36.88,2022,11,4,Quarta
41780,3072,1,14,2022-11-09 18:42:32,Cancelado,Site,298.47,0.0,CD Osasco,Online,Osasco,SP,126814,100,3,66.99,35.08,70008,Tinta Epson T544220 Ciano L3110/L3150/L5190,29,Tintas,Impressão,200.97,95.73,47.63,2022,11,4,Quarta
41780,3072,1,14,2022-11-09 18:42:32,Cancelado,Site,298.47,0.0,CD Osasco,Online,Osasco,SP,126815,116,3,34.99,22.21,72003,Adaptador Conversor HDMI para VGA,7,Cabos e Adaptadores,Cabos e Adaptadores,104.97,38.34,36.52,2022,11,4,Quarta
569,3447,4,42,2022-11-10 18:42:32,Cancelado,Loja Física,369.76,0.0,Loja Campinas,Física,Campinas,SP,1715,115,3,39.99,25.49,72002,Cabo HDMI 2.0 4K 3m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,119.97,43.5,36.26,2022,11,4,Quinta
569,3447,4,42,2022-11-10 18:42:32,Cancelado,Loja Física,369.76,0.0,Loja Campinas,Física,Campinas,SP,1716,73,5,19.99,11.62,60007,Mouse USB Genius Easy 2B Óptico 800DPI,16,Mouses,Periféricos,99.95,41.85,41.87,2022,11,4,Quinta
569,3447,4,42,2022-11-10 18:42:32,Cancelado,Loja Física,369.76,0.0,Loja Campinas,Física,Campinas,SP,1717,113,3,49.99,29.31,71011,Cabo de Rede RJ-45 10m Cat6,6,Cabos de Rede,Redes,149.97,62.04,41.37,2022,11,4,Quinta
2390,586,1,13,2022-11-10 18:42:32,Cancelado,Site,230.45,0.0,CD Osasco,Online,Osasco,SP,7264,149,5,46.99,30.24,79004,"Suporte para TV FTX FTX31-KP02 32 a 70"" 45kg Fixo",25,TVs e Displays,TVs e Displays,234.95,83.75,35.65,2022,11,4,Quinta
3172,3306,3,39,2022-11-10 18:42:32,Cancelado,Loja Física,162.28,0.0,Loja Santo André,Física,Santo André,SP,9715,137,4,39.99,22.79,76002,Câmera de Segurança Balun Vídeo HD Passivo 5MP,8,Câmeras e Segurança,Câmeras e Segurança,159.96,68.8,43.01,2022,11,4,Quinta
6576,1701,5,53,2022-11-10 18:42:32,Cancelado,Loja Física,1101.75,0.0,Loja BH Centro,Física,Belo Horizonte,MG,19977,100,3,66.99,35.08,70008,Tinta Epson T544220 Ciano L3110/L3150/L5190,29,Tintas,Impressão,200.97,95.73,47.63,2022,11,4,Quinta
6576,1701,5,53,2022-11-10 18:42:32,Cancelado,Loja Física,1101.75,0.0,Loja BH Centro,Física,Belo Horizonte,MG,19978,95,1,899.99,554.97,70003,Impressora Térmica 3Nstar RPI007E Ticket USB/Ethernet,13,Impressoras,Impressão,899.99,345.02,38.34,2022,11,4,Quinta
8061,2084,4,50,2022-11-10 18:42:32,Cancelado,Loja Física,1278.8,0.0,Loja Campinas,Física,Campinas,SP,24559,71,3,59.99,38.29,60005,Mouse USB Satellite MO-G35 Gamer RGB 2400DPI,16,Mouses,Periféricos,179.97,65.1,36.17,2022,11,4,Quinta
8061,2084,4,50,2022-11-10 18:42:32,Cancelado,Loja Física,1278.8,0.0,Loja Campinas,Física,Campinas,SP,24560,1,2,84.99,49.55,258109,Placa de Vídeo 4GB RX550 Star DDR5 AMD,20,Placas de Vídeo,Hardware,169.98,70.88,41.7,2022,11,4,Quinta
8061,2084,4,50,2022-11-10 18:42:32,Cancelado,Loja Física,1278.8,0.0,Loja Campinas,Física,Campinas,SP,24561,102,1,57.99,37.65,70010,Bobina Papel Térmico 80mm x 40m (50 unidades),19,Papéis e Bobinas,Impressão,57.99,20.34,35.08,2022,11,4,Quinta
8061,2084,4,50,2022-11-10 18:42:32,Cancelado,Loja Física,1278.8,0.0,Loja Campinas,Física,Campinas,SP,24562,46,3,289.99,174.89,52007,HD 1TB Seagate Barracuda 7200RPM SATA III ST1000DM010,3,Armazenamento,Hardware,869.97,345.3,39.69,2022,11,4,Quinta
42746,2916,6,66,2022-11-10 18:42:32,Cancelado,WhatsApp,2541.32,0.0,Escritório Central,Online,São Paulo,SP,129711,19,1,1734.99,1134.41,82794,Placa de Vídeo 8GB RTX5050 MSI Shadow 2X OC,20,Placas de Vídeo,Hardware,1734.99,600.58,34.62,2022,11,4,Quinta
42746,2916,6,66,2022-11-10 18:42:32,Cancelado,WhatsApp,2541.32,0.0,Escritório Central,Online,São Paulo,SP,129712,99,2,66.99,45.1,70007,Tinta Epson T544120 Preto L3110/L3150/L5190,29,Tintas,Impressão,133.98,43.78,32.68,2022,11,4,Quinta
42746,2916,6,66,2022-11-10 18:42:32,Cancelado,WhatsApp,2541.32,0.0,Escritório Central,Online,São Paulo,SP,129713,87,1,499.99,312.21,63003,Webcam Logitech C920 HD Pro Full HD 1080p USB,31,Webcams,Periféricos,499.99,187.78,37.56,2022,11,4,Quinta
42746,2916,6,66,2022-11-10 18:42:32,Cancelado,WhatsApp,2541.32,0.0,Escritório Central,Online,São Paulo,SP,129714,122,3,49.99,32.03,73002,Pen Drive 64GB Sandisk Ultra Shift USB 3.0,4,Armazenamento Portátil,Armazenamento Portátil,149.97,53.88,35.93,2022,11,4,Quinta
3149,2194,3,33,2022-11-11 18:42:32,Cancelado,Loja Física,7477.52,363.84,Loja Santo André,Física,Santo André,SP,9635,39,1,419.99,225.25,51007,Memória SO-DIMM DDR4 16GB Crucial 3200MHz CT16G4SFRA32A,14,Memória RAM,Hardware,419.99,194.74,46.37,2022,11,4,Sexta
3149,2194,3,33,2022-11-11 18:42:32,Cancelado,Loja Física,7477.52,363.84,Loja Santo André,Física,Santo André,SP,9636,137,21,39.99,22.79,76002,Câmera de Segurança Balun Vídeo HD Passivo 5MP,8,Câmeras e Segurança,Câmeras e Segurança,839.79,361.2,43.01,2022,11,4,Sexta
3149,2194,3,33,2022-11-11 18:42:32,Cancelado,Loja Física,7477.52,363.84,Loja Santo André,Física,Santo André,SP,9637,61,15,49.99,33.51,54006,Pasta Térmica Corsair TM30 High Performance 3g,22,Refrigeração,Hardware,749.85,247.2,32.97,2022,11,4,Sexta
3149,2194,3,33,2022-11-11 18:42:32,Cancelado,Loja Física,7477.52,363.84,Loja Santo André,Física,Santo André,SP,9638,149,17,46.99,30.24,79004,"Suporte para TV FTX FTX31-KP02 32 a 70"" 45kg Fixo",25,TVs e Displays,TVs e Displays,798.83,284.75,35.65,2022,11,4,Sexta
3149,2194,3,33,2022-11-11 18:42:32,Cancelado,Loja Física,7477.52,363.84,Loja Santo André,Física,Santo André,SP,9639,99,6,66.99,45.1,70007,Tinta Epson T544120 Preto L3110/L3150/L5190,29,Tintas,Impressão,401.94,131.34,32.68,2022,11,4,Sexta
3149,2194,3,33,2022-11-11 18:42:32,Cancelado,Loja Física,7477.52,363.84,Loja Santo André,Física,Santo André,SP,9640,55,7,149.99,95.36,53007,Fonte de Alimentação 230W Satellite LC-8360SFX Micro ITX,10,Fontes de Alimentação,Hardware,1049.93,382.41,36.42,2022,11,4,Sexta
3149,2194,3,33,2022-11-11 18:42:32,Cancelado,Loja Física,7477.52,363.84,Loja Santo André,Física,Santo André,SP,9641,103,4,699.99,411.69,71001,Roteador TP-Link Archer AX73 Wi-Fi 6 AX5400,23,Roteadores,Redes,2799.96,1153.2,41.19,2022,11,4,Sexta
3149,2194,3,33,2022-11-11 18:42:32,Cancelado,Loja Física,7477.52,363.84,Loja Santo André,Física,Santo André,SP,9642,128,3,413.99,252.39,74002,Nobreak 700VA APC BVG700I-MSX Easy 230V,17,Nobreaks e UPS,Energia,1241.97,484.8,39.03,2022,11,4,Sexta
3296,728,1,16,2022-11-11 18:42:32,Cancelado,Marketplace,1204.73,0.0,CD Osasco,Online,Osasco,SP,10115,10,1,710.99,394.94,52242,Placa de Vídeo 8GB RX580 Biostar Radeon Gaming DDR5,20,Placas de Vídeo,Hardware,710.99,316.05,44.45,2022,11,4,Sexta
3296,728,1,16,2022-11-11 18:42:32,Cancelado,Marketplace,1204.73,0.0,CD Osasco,Online,Osasco,SP,10116,34,2,219.99,120.47,51001,Memória DDR4 8GB Kingston 2666MHz KVR26N19S6/8,14,Memória RAM,Hardware,439.98,199.04,45.24,2022,11,4,Sexta
3296,728,1,16,2022-11-11 18:42:32,Cancelado,Marketplace,1204.73,0.0,CD Osasco,Online,Osasco,SP,10117,117,1,59.99,33.16,72004,Adaptador Conversor DisplayPort para VGA Fêmea,7,Cabos e Adaptadores,Cabos e Adaptadores,59.99,26.83,44.72,2022,11,4,Sexta
13488,1079,1,3,2022-11-11 18:42:32,Cancelado,WhatsApp,1288.61,0.0,CD Osasco,Online,Osasco,SP,41061,86,2,299.99,174.91,63002,Webcam Logitech C310 HD 720p USB,31,Webcams,Periféricos,599.98,250.16,41.69,2022,11,4,Sexta
13488,1079,1,3,2022-11-11 18:42:32,Cancelado,WhatsApp,1288.61,0.0,CD Osasco,Online,Osasco,SP,41062,72,5,29.99,16.92,60006,Mouse USB Mtek MS35 Óptico 1200DPI Preto,16,Mouses,Periféricos,149.95,65.35,43.58,2022,11,4,Sexta
13488,1079,1,3,2022-11-11 18:42:32,Cancelado,WhatsApp,1288.61,0.0,CD Osasco,Online,Osasco,SP,41063,118,3,119.99,80.5,72005,Adaptador USB-C para RJ-45 TP-Link UE300C USB 3.0,7,Cabos e Adaptadores,Cabos e Adaptadores,359.97,118.47,32.91,2022,11,4,Sexta
13488,1079,1,3,2022-11-11 18:42:32,Cancelado,WhatsApp,1288.61,0.0,CD Osasco,Online,Osasco,SP,41064,115,5,39.99,25.49,72002,Cabo HDMI 2.0 4K 3m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,199.95,72.5,36.26,2022,11,4,Sexta
20442,1444,5,53,2022-11-11 18:42:32,Cancelado,Loja Física,1230.33,0.0,Loja BH Centro,Física,Belo Horizonte,MG,61890,76,3,59.99,36.26,61002,Teclado USB Logitech K120 920-004422 Espanhol,27,Teclados,Periféricos,179.97,71.19,39.56,2022,11,4,Sexta
20442,1444,5,53,2022-11-11 18:42:32,Cancelado,Loja Física,1230.33,0.0,Loja BH Centro,Física,Belo Horizonte,MG,61891,65,1,499.99,307.04,55004,Gabinete Mini-ITX Cooler Master NR200P SFF,11,Gabinetes,Hardware,499.99,192.95,38.59,2022,11,4,Sexta
20442,1444,5,53,2022-11-11 18:42:32,Cancelado,Loja Física,1230.33,0.0,Loja BH Centro,Física,Belo Horizonte,MG,61892,50,1,449.99,302.37,53002,Fonte de Alimentação 550W Corsair CV550 80 Plus Bronze,10,Fontes de Alimentação,Hardware,449.99,147.62,32.81,2022,11,4,Sexta
20442,1444,5,53,2022-11-11 18:42:32,Cancelado,Loja Física,1230.33,0.0,Loja BH Centro,Física,Belo Horizonte,MG,61893,73,5,19.99,11.62,60007,Mouse USB Genius Easy 2B Óptico 800DPI,16,Mouses,Periféricos,99.95,41.85,41.87,2022,11,4,Sexta
28307,3231,6,68,2022-11-11 18:42:32,Cancelado,Marketplace,1114.9,0.0,Escritório Central,Online,São Paulo,SP,85859,29,1,959.99,601.02,50002,Processador AMD AM4 Ryzen 5 5600G 3.9GHz Box,21,Processadores,Hardware,959.99,358.97,37.39,2022,11,4,Sexta
28307,3231,6,68,2022-11-11 18:42:32,Cancelado,Marketplace,1114.9,0.0,Escritório Central,Online,São Paulo,SP,85860,119,2,89.99,47.65,72006,Hub USB 3.0 7 Portas Multilaser GA181,7,Cabos e Adaptadores,Cabos e Adaptadores,179.98,84.68,47.05,2022,11,4,Sexta
29497,2998,3,36,2022-11-11 18:42:32,Cancelado,Loja Física,903.44,0.0,Loja Santo André,Física,Santo André,SP,89457,120,1,19.99,11.25,72007,Cabo USB-A para USB-C 1m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,19.99,8.74,43.72,2022,11,4,Sexta
29497,2998,3,36,2022-11-11 18:42:32,Cancelado,Loja Física,903.44,0.0,Loja Santo André,Física,Santo André,SP,89458,69,1,699.99,441.85,60003,Mouse Wireless Logitech MX Master 3S 8000DPI,16,Mouses,Periféricos,699.99,258.14,36.88,2022,11,4,Sexta
29497,2998,3,36,2022-11-11 18:42:32,Cancelado,Loja Física,903.44,0.0,Loja Santo André,Física,Santo André,SP,89459,100,1,66.99,35.08,70008,Tinta Epson T544220 Ciano L3110/L3150/L5190,29,Tintas,Impressão,66.99,31.91,47.63,2022,11,4,Sexta
29497,2998,3,36,2022-11-11 18:42:32,Cancelado,Loja Física,903.44,0.0,Loja Santo André,Física,Santo André,SP,89460,125,2,59.99,39.33,73005,Cartão Micro SD 64GB Kingston Neo 95MB/s C10,4,Armazenamento Portátil,Armazenamento Portátil,119.98,41.32,34.44,2022,11,4,Sexta
30891,3322,3,34,2022-11-11 18:42:32,Cancelado,Loja Física,147.12,0.0,Loja Santo André,Física,Santo André,SP,93675,113,2,49.99,29.31,71011,Cabo de Rede RJ-45 10m Cat6,6,Cabos de Rede,Redes,99.98,41.36,41.37,2022,11,4,Sexta
30891,3322,3,34,2022-11-11 18:42:32,Cancelado,Loja Física,147.12,0.0,Loja Santo André,Física,Santo André,SP,93676,149,1,46.99,30.24,79004,"Suporte para TV FTX FTX31-KP02 32 a 70"" 45kg Fixo",25,TVs e Displays,TVs e Displays,46.99,16.75,35.65,2022,11,4,Sexta
31068,2544,5,59,2022-11-11 18:42:32,Cancelado,Loja Física,1290.66,0.0,Loja BH Centro,Física,Belo Horizonte,MG,94200,62,1,399.99,271.88,55001,Gabinete Gamer DeepCool CC560 Mid-Tower ATX Vidro Temperado,11,Gabinetes,Hardware,399.99,128.11,32.03,2022,11,4,Sexta
31068,2544,5,59,2022-11-11 18:42:32,Cancelado,Loja Física,1290.66,0.0,Loja BH Centro,Física,Belo Horizonte,MG,94201,86,3,299.99,174.91,63002,Webcam Logitech C310 HD 720p USB,31,Webcams,Periféricos,899.97,375.24,41.69,2022,11,4,Sexta
43817,505,6,74,2022-11-11 18:42:32,Cancelado,Marketplace,773.51,0.0,Escritório Central,Online,São Paulo,SP,132900,57,1,699.99,473.65,54002,Cooler Noctua NH-D15 LGA1700/AM5 Duplo 140mm,22,Refrigeração,Hardware,699.99,226.34,32.33,2022,11,4,Sexta
43817,505,6,74,2022-11-11 18:42:32,Cancelado,Marketplace,773.51,0.0,Escritório Central,Online,São Paulo,SP,132901,120,1,19.99,11.25,72007,Cabo USB-A para USB-C 1m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,19.99,8.74,43.72,2022,11,4,Sexta
43817,505,6,74,2022-11-11 18:42:32,Cancelado,Marketplace,773.51,0.0,Escritório Central,Online,São Paulo,SP,132902,75,2,27.99,17.47,61001,Teclado USB Satellite AK-910 ABNT2 Preto,27,Teclados,Periféricos,55.98,21.04,37.58,2022,11,4,Sexta
45987,1058,1,2,2022-11-11 18:42:32,Cancelado,Marketplace,270.69,0.0,CD Osasco,Online,Osasco,SP,139421,75,3,27.99,17.47,61001,Teclado USB Satellite AK-910 ABNT2 Preto,27,Teclados,Periféricos,83.97,31.56,37.58,2022,11,4,Sexta
45987,1058,1,2,2022-11-11 18:42:32,Cancelado,Marketplace,270.69,0.0,CD Osasco,Online,Osasco,SP,139422,96,1,189.99,107.66,70004,Toner HP CF217A LaserJet M102W Preto ~1600 pgs,30,Toners e Cartuchos,Impressão,189.99,82.33,43.33,2022,11,4,Sexta
49011,1983,4,44,2022-11-11 18:42:32,Cancelado,Loja Física,8082.54,133.07,Loja Campinas,Física,Campinas,SP,148629,122,9,49.99,32.03,73002,Pen Drive 64GB Sandisk Ultra Shift USB 3.0,4,Armazenamento Portátil,Armazenamento Portátil,449.91,161.64,35.93,2022,11,4,Sexta
49011,1983,4,44,2022-11-11 18:42:32,Cancelado,Loja Física,8082.54,133.07,Loja Campinas,Física,Campinas,SP,148630,43,4,699.99,393.6,52004,SSD 2TB Kingston NV3 M.2 NVMe PCIe SNV3S/2000G,3,Armazenamento,Hardware,2799.96,1225.56,43.77,2022,11,4,Sexta
49011,1983,4,44,2022-11-11 18:42:32,Cancelado,Loja Física,8082.54,133.07,Loja Campinas,Física,Campinas,SP,148631,122,9,49.99,32.03,73002,Pen Drive 64GB Sandisk Ultra Shift USB 3.0,4,Armazenamento Portátil,Armazenamento Portátil,449.91,161.64,35.93,2022,11,4,Sexta
49011,1983,4,44,2022-11-11 18:42:32,Cancelado,Loja Física,8082.54,133.07,Loja Campinas,Física,Campinas,SP,148632,11,3,830.99,533.01,51006,Placa de Vídeo 8GB RX580 Keepdata DDR5 Dragonfly Gaming,20,Placas de Vídeo,Hardware,2492.97,893.94,35.86,2022,11,4,Sexta
49011,1983,4,44,2022-11-11 18:42:32,Cancelado,Loja Física,8082.54,133.07,Loja Campinas,Física,Campinas,SP,148633,123,5,89.99,59.59,73003,Pen Drive 128GB Kingston DataTraveler USB 3.2,4,Armazenamento Portátil,Armazenamento Portátil,449.95,152.0,33.78,2022,11,4,Sexta
49011,1983,4,44,2022-11-11 18:42:32,Cancelado,Loja Física,8082.54,133.07,Loja Campinas,Física,Campinas,SP,148634,71,10,59.99,38.29,60005,Mouse USB Satellite MO-G35 Gamer RGB 2400DPI,16,Mouses,Periféricos,599.9,217.0,36.17,2022,11,4,Sexta
49011,1983,4,44,2022-11-11 18:42:32,Cancelado,Loja Física,8082.54,133.07,Loja Campinas,Física,Campinas,SP,148635,131,1,965.99,529.62,74005,Nobreak 3000VA Smart MR-UF3000A 1800W 110V,17,Nobreaks e UPS,Energia,965.99,436.37,45.17,2022,11,4,Sexta
49011,1983,4,44,2022-11-11 18:42:32,Cancelado,Loja Física,8082.54,133.07,Loja Campinas,Física,Campinas,SP,148636,121,7,27.99,15.71,73001,Pen Drive 32GB Sandisk Cruzer Blade USB 2.0,4,Armazenamento Portátil,Armazenamento Portátil,195.93,85.96,43.87,2022,11,4,Sexta
49011,1983,4,44,2022-11-11 18:42:32,Cancelado,Loja Física,8082.54,133.07,Loja Campinas,Física,Campinas,SP,148637,121,13,27.99,15.71,73001,Pen Drive 32GB Sandisk Cruzer Blade USB 2.0,4,Armazenamento Portátil,Armazenamento Portátil,363.87,159.64,43.87,2022,11,4,Sexta
49011,1983,4,44,2022-11-11 18:42:32,Cancelado,Loja Física,8082.54,133.07,Loja Campinas,Física,Campinas,SP,148638,128,1,413.99,252.39,74002,Nobreak 700VA APC BVG700I-MSX Easy 230V,17,Nobreaks e UPS,Energia,413.99,161.6,39.03,2022,11,4,Sexta
3946,1180,4,44,2022-11-12 18:42:32,Cancelado,Loja Física,46.02,0.0,Loja Campinas,Física,Campinas,SP,12069,149,1,46.99,30.24,79004,"Suporte para TV FTX FTX31-KP02 32 a 70"" 45kg Fixo",25,TVs e Displays,TVs e Displays,46.99,16.75,35.65,2022,11,4,Sábado
4836,3396,4,48,2022-11-12 18:42:32,Cancelado,Loja Física,843.58,0.0,Loja Campinas,Física,Campinas,SP,14788,8,1,457.99,277.03,256664,Placa de Vídeo 4GB GTX750Ti Keepdata DDR5 128Bits,20,Placas de Vídeo,Hardware,457.99,180.96,39.51,2022,11,4,Sábado
4836,3396,4,48,2022-11-12 18:42:32,Cancelado,Loja Física,843.58,0.0,Loja Campinas,Física,Campinas,SP,14789,79,3,91.99,59.06,61005,Teclado Bluetooth FTX FTXB09 Português Preto,27,Teclados,Periféricos,275.97,98.79,35.8,2022,11,4,Sábado
4836,3396,4,48,2022-11-12 18:42:32,Cancelado,Loja Física,843.58,0.0,Loja Campinas,Física,Campinas,SP,14790,116,3,34.99,22.21,72003,Adaptador Conversor HDMI para VGA,7,Cabos e Adaptadores,Cabos e Adaptadores,104.97,38.34,36.52,2022,11,4,Sábado
22661,3229,5,52,2022-11-12 18:42:32,Cancelado,Loja Física,6182.66,253.67,Loja BH Centro,Física,Belo Horizonte,MG,68728,45,4,489.99,330.94,52006,SSD 1TB WD Blue SN580 M.2 NVMe PCIe WDS100T3B0E,3,Armazenamento,Hardware,1959.96,636.2,32.46,2022,11,4,Sábado
22661,3229,5,52,2022-11-12 18:42:32,Cancelado,Loja Física,6182.66,253.67,Loja BH Centro,Física,Belo Horizonte,MG,68729,68,1,349.99,187.41,60002,Mouse USB Logitech G502 Hero 16000DPI,16,Mouses,Periféricos,349.99,162.58,46.45,2022,11,4,Sábado
22661,3229,5,52,2022-11-12 18:42:32,Cancelado,Loja Física,6182.66,253.67,Loja BH Centro,Física,Belo Horizonte,MG,68730,113,11,49.99,29.31,71011,Cabo de Rede RJ-45 10m Cat6,6,Cabos de Rede,Redes,549.89,227.48,41.37,2022,11,4,Sábado
22661,3229,5,52,2022-11-12 18:42:32,Cancelado,Loja Física,6182.66,253.67,Loja BH Centro,Física,Belo Horizonte,MG,68731,3,8,283.99,165.34,256660,Placa de Vídeo 2GB GT730 Keepdata DDR3 128Bits HDMI/DVI/VGA,20,Placas de Vídeo,Hardware,2271.92,949.2,41.78,2022,11,4,Sábado
